API,Param,ratio,doc2.1_parsed_rmv1,tfdoc2.2
tf.feature_column.embedding_column.yaml,combiner,0.9986244841815681,"A string specifying how to reduce if there are multiple entries in a single row. Currently 'mean', 'sqrtn' and 'sum' are supported, with 'mean' the default. 'sqrtn' often achieves good accuracy, in particular with bag-of-words columns. Each of this can be thought as example level normalizations on the column. For more information, see`tf.embedding_lookup_sparse`.","A string specifying how to reduce if there are multiple entries in a single row. Currently 'mean', 'sqrtn' and 'sum' are supported, with 'mean' the default. 'sqrtn' often achieves good accuracy, in particular with bag-of-words columns. Each of this can be thought as example level normalizations on the column. For more information, see tf.embedding_lookup_sparse."
tf.feature_column.embedding_column.yaml,tensor_name_in_ckpt,0.9959514170040485,Name of the `Tensor` in `ckpt_to_load_from` from which to restore the column weights. Required if `ckpt_to_load_from` is not`None`.,Name of the Tensor in ckpt_to_load_from from which to restore the column weights. Required if ckpt_to_load_from is not None.
tf.feature_column.embedding_column.yaml,categorical_column,0.9965397923875432,A `CategoricalColumn` created by a`categorical_column_with_*` function. This column produces the sparse IDs that are inputs to the embedding lookup.,A CategoricalColumn created by a categorical_column_with_* function. This column produces the sparse IDs that are inputs to the embedding lookup.
tf.gradients.yaml,grad_ys,0.9954337899543378,Optional. A `Tensor` or list of tensors the same size as`ys` and holding the gradients computed for each y in `ys`.,Optional. A Tensor or list of tensors the same size as ys and holding the gradients computed for each y in ys.
tf.gradients.yaml,gate_gradients,0.9951690821256038,"If True, add a tuple around the gradients returned for an operations.  This avoids some race conditions.","If True, add a tuple around the gradients returned for an operations. This avoids some race conditions."
tf.gradients.yaml,unconnected_gradients,0.9974811083123426,Optional. Specifies the gradient value returned when the given input tensors are unconnected. Accepted values are constants defined in the class `tf.UnconnectedGradients` and the default value is`none`.,Optional. Specifies the gradient value returned when the given input tensors are unconnected. Accepted values are constants defined in the class tf.UnconnectedGradients and the default value is none.
tf.nn.conv3d.yaml,data_format,0.9943977591036415,"An optional `string` from: `""NDHWC"", ""NCDHW""`. Defaults to `""NDHWC""`. The data format of the input and output data. With the default format ""NDHWC"", the data is stored in the order of:   [batch, in_depth, in_height, in_width, in_channels]. Alternatively, the format could be ""NCDHW"", the data storage order is:   [batch, in_channels, in_depth, in_height, in_width].","An optional string from: ""NDHWC"", ""NCDHW"". Defaults to ""NDHWC"". The data format of the input and output data. With the default format ""NDHWC"", the data is stored in the order of: [batch, in_depth, in_height, in_width, in_channels]. Alternatively, the format could be ""NCDHW"", the data storage order is: [batch, in_channels, in_depth, in_height, in_width]."
tf.nn.atrous_conv2d.yaml,filters,0.9969167523124358,"A 4-D `Tensor` with the same type as `value` and shape`[filter_height, filter_width, in_channels, out_channels]`. `filters`'`in_channels` dimension must match that of `value`. Atrous convolution is equivalent to standard convolution with upsampled filters with effective height `filter_height + (filter_height - 1) * (rate - 1)` and effective width `filter_width + (filter_width - 1) * (rate - 1)`, produced by inserting `rate - 1` zeros along consecutive elements across the`filters`' spatial dimensions.","A 4-D Tensor with the same type as value and shape [filter_height, filter_width, in_channels, out_channels]. filters' in_channels dimension must match that of value. Atrous convolution is equivalent to standard convolution with upsampled filters with effective height filter_height + (filter_height - 1) * (rate - 1) and effective width filter_width + (filter_width - 1) * (rate - 1), produced by inserting rate - 1 zeros along consecutive elements across the filters' spatial dimensions."
tf.nn.atrous_conv2d.yaml,rate,0.99836867862969,"A positive int32. The stride with which we sample input values across the `height` and `width` dimensions. Equivalently, the rate by which we upsample the filter values by inserting zeros across the `height` and`width` dimensions. In the literature, the same parameter is sometimes called `input stride` or `dilation`.","A positive int32. The stride with which we sample input values across the height and width dimensions. Equivalently, the rate by which we upsample the filter values by inserting zeros across the height and width dimensions. In the literature, the same parameter is sometimes called input stride or dilation."
tf.saved_model.load.yaml,tags,0.9785932721712538,"A tag or sequence of tags identifying the MetaGraph to load. Optional if the SavedModel contains a single MetaGraph, as for those exported from`tf.saved_model.load`.","A tag or sequence of tags identifying the MetaGraph to load. Optional if the SavedModel contains a single MetaGraph, as for those exported from tf.saved_model.save."
tf.config.experimental.set_device_policy.yaml,device_policy,0.9948612538540597,"A device policy. Valid values: None: Switch to a system default.'warn': Copies the tensors which are not on the right device and logs a warning.'explicit': Raises an error if the placement is not as required.'silent': Silently copies the tensors. Note that this may hide performance problems as there is no notification provided when operations are blocked on the tensor being copied between devices.'silent_for_int32': silently copies `int32` tensors, raising errors on the other ones. ","A device policy. Valid values: None: Switch to a system default. 'warn': Copies the tensors which are not on the right device and logs a warning. 'explicit': Raises an error if the placement is not as required. 'silent': Silently copies the tensors. Note that this may hide performance problems as there is no notification provided when operations are blocked on the tensor being copied between devices. 'silent_for_int32': silently copies int32 tensors, raising errors on the other ones."
tf.debugging.assert_greater_equal.yaml,name,0.9931972789115646,"A name for this operation (optional).  Defaults to ""assert_greater_equal"".","A name for this operation (optional). Defaults to ""assert_greater_equal""."
tf.nn.embedding_lookup_sparse.yaml,params,0.9969135802469136,"A single tensor representing the complete embedding tensor, or a list of P tensors all of same shape except for the first dimension, representing sharded embedding tensors.  Alternatively, a`PartitionedVariable`, created by partitioning along dimension 0. Each element must be appropriately sized for `""div""` `partition_strategy`.","A single tensor representing the complete embedding tensor, or a list of P tensors all of same shape except for the first dimension, representing sharded embedding tensors. Alternatively, a PartitionedVariable, created by partitioning along dimension 0. Each element must be appropriately sized for ""div"" partition_strategy."
tf.nn.embedding_lookup_sparse.yaml,sp_weights,0.9973045822102425,"either a `SparseTensor` of float / double weights, or `None` to indicate all weights should be taken to be 1. If specified, `sp_weights`must have exactly the same shape and indices as `sp_ids`.","either a SparseTensor of float / double weights, or None to indicate all weights should be taken to be 1. If specified, sp_weights must have exactly the same shape and indices as sp_ids."
