,API,Arg,Descp,Normalized_descp,dtype,tensor_t,structure,shape,ndim,range,enum
459,tf.summary.trace_export,profiler_outdir,"Output directory for profiler. It is required when profiler is enabled when trace was started. Otherwise, it is ignored.",Otherwise it is ignored,,,,,,,
460,tf.summary.trace_export,profiler_outdir,"Output directory for profiler. It is required when profiler is enabled when trace was started. Otherwise, it is ignored.",Output directory for profiler,,,,,,,
461,tf.quantization.quantize_and_dequantize,range_given,"If true use `input_min` and `input_max` for the range of the input, otherwise determine min and max from the input `Tensor`.",If CONSTANT_BOOL use PARAM and PARAM for the range of the PARAM otherwise determine min and max from the PARAM D_STRUCTURE,bool,,,,0,,
462,tf.io.deserialize_many_sparse,rank,"(optional) Python int, the rank of the `SparseTensor` objects.",BSTR Python D_TYPE the rank of the D_STRUCTURE objects,D_TYPE,,,,,"[0,inf)",
463,tf.keras.layers.AlphaDropout,rate,"float, drop probability (as with `Dropout`). The multiplicative noise will have standard deviation `sqrt(rate / (1 - rate))`.",D_TYPE drop probability as with QSTR,D_TYPE,,,,,"[0,1]",
464,tf.keras.layers.AlphaDropout,rate,"float, drop probability (as with `Dropout`). The multiplicative noise will have standard deviation `sqrt(rate / (1 - rate))`.",The multiplicative noise will have standard deviation sqrt BSTR,,,,,,,
465,tf.keras.layers.GRUCell,recurrent_dropout,Float between 0 and 1. Fraction of the units to drop for the linear transformation of the recurrent state. Default: 0.,D_TYPE between CONSTANT_NUM,D_TYPE,,,,,CONSTANT_NUM,
466,tf.keras.layers.GRUCell,recurrent_dropout,Float between 0 and 1. Fraction of the units to drop for the linear transformation of the recurrent state. Default: 0.,Default CONSTANT_NUM,,,,,,,
467,tf.keras.layers.GRUCell,recurrent_dropout,Float between 0 and 1. Fraction of the units to drop for the linear transformation of the recurrent state. Default: 0.,Fraction of the PARAM to drop for the linear transformation of the recurrent state,,,,,,"[0,1]",
468,tf.keras.layers.LSTM,recurrent_dropout,Float between 0 and 1. Fraction of the units to drop for the linear transformation of the recurrent state. Default: 0.,D_TYPE between CONSTANT_NUM,D_TYPE,,,,,CONSTANT_NUM,
469,tf.keras.layers.LSTM,recurrent_dropout,Float between 0 and 1. Fraction of the units to drop for the linear transformation of the recurrent state. Default: 0.,Default CONSTANT_NUM,,,,,,,
470,tf.keras.layers.LSTM,recurrent_dropout,Float between 0 and 1. Fraction of the units to drop for the linear transformation of the recurrent state. Default: 0.,Fraction of the PARAM to drop for the linear transformation of the recurrent state,,,,,,"[0,1]",
471,tf.keras.layers.SimpleRNN,recurrent_dropout,Float between 0 and 1. Fraction of the units to drop for the linear transformation of the recurrent state. Default: 0.,D_TYPE between CONSTANT_NUM,D_TYPE,,,,,CONSTANT_NUM,
472,tf.keras.layers.SimpleRNN,recurrent_dropout,Float between 0 and 1. Fraction of the units to drop for the linear transformation of the recurrent state. Default: 0.,Default CONSTANT_NUM,,,,,,,
473,tf.keras.layers.SimpleRNN,recurrent_dropout,Float between 0 and 1. Fraction of the units to drop for the linear transformation of the recurrent state. Default: 0.,Fraction of the PARAM to drop for the linear transformation of the recurrent state,,,,,,"[0,1]",
474,tf.keras.layers.SimpleRNNCell,recurrent_dropout,Float between 0 and 1. Fraction of the units to drop for the linear transformation of the recurrent state. Default: 0.,D_TYPE between CONSTANT_NUM,D_TYPE,,,,,CONSTANT_NUM,
475,tf.keras.layers.SimpleRNNCell,recurrent_dropout,Float between 0 and 1. Fraction of the units to drop for the linear transformation of the recurrent state. Default: 0.,Default CONSTANT_NUM,,,,,,,
476,tf.keras.layers.SimpleRNNCell,recurrent_dropout,Float between 0 and 1. Fraction of the units to drop for the linear transformation of the recurrent state. Default: 0.,Fraction of the PARAM to drop for the linear transformation of the recurrent state,,,,,,"[0,1]",
477,tf.autograph.to_graph,recursive,Whether to recursively convert any functions that the converted function may call.,Whether to recursively convert any functions that the converted function may call,bool,,,,0,,
478,tf.strings.unicode_transcode,replacement_char,"An optional `int`. Defaults to `65533`. The replacement character codepoint to be used in place of any invalid formatting in the input when `errors='replace'`. Any valid unicode codepoint may be used. The default value is the default unicode replacement character is 0xFFFD or U+65533.)Note that for UTF-8, passing a replacement character expressible in 1 byte, such as ' ', will preserve string alignment to the source since invalid bytes will be replaced with a 1-byte replacement. For UTF-16-BE and UTF-16-LE, any 1 or 2 byte replacement character will preserve byte alignment to the source.",An optional D_TYPE,D_TYPE,,,,0,,
479,tf.strings.unicode_transcode,replacement_char,"An optional `int`. Defaults to `65533`. The replacement character codepoint to be used in place of any invalid formatting in the input when `errors='replace'`. Any valid unicode codepoint may be used. The default value is the default unicode replacement character is 0xFFFD or U+65533.)Note that for UTF-8, passing a replacement character expressible in 1 byte, such as ' ', will preserve string alignment to the source since invalid bytes will be replaced with a 1-byte replacement. For UTF-16-BE and UTF-16-LE, any 1 or 2 byte replacement character will preserve byte alignment to the source.",Any valid unicode codepoint may be used,,,,,,,
480,tf.strings.unicode_transcode,replacement_char,"An optional `int`. Defaults to `65533`. The replacement character codepoint to be used in place of any invalid formatting in the input when `errors='replace'`. Any valid unicode codepoint may be used. The default value is the default unicode replacement character is 0xFFFD or U+65533.)Note that for UTF-8, passing a replacement character expressible in 1 byte, such as ' ', will preserve string alignment to the source since invalid bytes will be replaced with a 1-byte replacement. For UTF-16-BE and UTF-16-LE, any 1 or 2 byte replacement character will preserve byte alignment to the source.",Defaults to CONSTANT_NUM,,,,,,,
481,tf.strings.unicode_transcode,replacement_char,"An optional `int`. Defaults to `65533`. The replacement character codepoint to be used in place of any invalid formatting in the input when `errors='replace'`. Any valid unicode codepoint may be used. The default value is the default unicode replacement character is 0xFFFD or U+65533.)Note that for UTF-8, passing a replacement character expressible in 1 byte, such as ' ', will preserve string alignment to the source since invalid bytes will be replaced with a 1-byte replacement. For UTF-16-BE and UTF-16-LE, any 1 or 2 byte replacement character will preserve byte alignment to the source.",For UTF CONSTANT_NUM BE and UTF CONSTANT_NUM LE any CONSTANT_NUM byte replacement character will preserve byte alignment to the source,,,,,,,
482,tf.strings.unicode_transcode,replacement_char,"An optional `int`. Defaults to `65533`. The replacement character codepoint to be used in place of any invalid formatting in the input when `errors='replace'`. Any valid unicode codepoint may be used. The default value is the default unicode replacement character is 0xFFFD or U+65533.)Note that for UTF-8, passing a replacement character expressible in 1 byte, such as ' ', will preserve string alignment to the source since invalid bytes will be replaced with a 1-byte replacement. For UTF-16-BE and UTF-16-LE, any 1 or 2 byte replacement character will preserve byte alignment to the source.",Note that for UTF CONSTANT_NUM passing a replacement character expressible in CONSTANT_NUM byte such as QSTR will preserve D_TYPE alignment to the source since invalid bytes will be replaced with a CONSTANT_NUM byte replacement,,,,,,,
483,tf.strings.unicode_transcode,replacement_char,"An optional `int`. Defaults to `65533`. The replacement character codepoint to be used in place of any invalid formatting in the input when `errors='replace'`. Any valid unicode codepoint may be used. The default value is the default unicode replacement character is 0xFFFD or U+65533.)Note that for UTF-8, passing a replacement character expressible in 1 byte, such as ' ', will preserve string alignment to the source since invalid bytes will be replaced with a 1-byte replacement. For UTF-16-BE and UTF-16-LE, any 1 or 2 byte replacement character will preserve byte alignment to the source.",The default value is the default unicode replacement character is 0xFFFD or U CONSTANT_NUM,,,,,,,
484,tf.strings.unicode_transcode,replacement_char,"An optional `int`. Defaults to `65533`. The replacement character codepoint to be used in place of any invalid formatting in the input when `errors='replace'`. Any valid unicode codepoint may be used. The default value is the default unicode replacement character is 0xFFFD or U+65533.)Note that for UTF-8, passing a replacement character expressible in 1 byte, such as ' ', will preserve string alignment to the source since invalid bytes will be replaced with a 1-byte replacement. For UTF-16-BE and UTF-16-LE, any 1 or 2 byte replacement character will preserve byte alignment to the source.",The replacement character codepoint to be used in place of any invalid formatting in the PARAM when PARAM QSTR,,,,,,,
485,tf.keras.layers.experimental.preprocessing.Normalization,reset_state,"Optional argument specifying whether to clear the state of the layer at the start of the call to `adapt`, or whether to start from the existing state. Subclasses may choose to throw if reset_state is set to 'False'.",Optional argument specifying whether to clear the state of the layer at the start of the call to QSTR or whether to start from the existing state,bool,,,,0,,
486,tf.keras.layers.experimental.preprocessing.Normalization,reset_state,"Optional argument specifying whether to clear the state of the layer at the start of the call to `adapt`, or whether to start from the existing state. Subclasses may choose to throw if reset_state is set to 'False'.",Subclasses may choose to throw if reset_state is set to QSTR,,,,,,,
487,tf.keras.layers.ConvLSTM2D,return_sequences,"Boolean. Whether to return the last output in the output sequence, or the full sequence.",D_TYPE,D_TYPE,,,,,,
488,tf.keras.layers.ConvLSTM2D,return_sequences,"Boolean. Whether to return the last output in the output sequence, or the full sequence.",Whether to return the last output in the output D_STRUCTURE or the full D_STRUCTURE,bool,,,,0,,
489,tf.linalg.lu_solve,rhs,"Matrix-shaped float `Tensor` representing targets for which to solve;`A X = RHS`. To handle vector cases, use: `lu_solve(..., rhs[..., tf.newaxis])[..., 0]`.",Matrix shaped D_TYPE D_STRUCTURE representing targets for which to solve A X rhs,D_TYPE,D_STRUCTURE,,,,,
490,tf.linalg.lu_solve,rhs,"Matrix-shaped float `Tensor` representing targets for which to solve;`A X = RHS`. To handle vector cases, use: `lu_solve(..., rhs[..., tf.newaxis])[..., 0]`.",To handle vector cases use lu_solve rhs BSTR BSTR,,,,,,,
491,tf.linalg.solve,rhs,"A `Tensor`. Must have the same type as `matrix`. Shape is `[..., M, K]`.",A D_STRUCTURE,,D_STRUCTURE,,,,,
492,tf.linalg.solve,rhs,"A `Tensor`. Must have the same type as `matrix`. Shape is `[..., M, K]`.",Must have the same type as PARAM,&PARAM,,,,,,
493,tf.linalg.solve,rhs,"A `Tensor`. Must have the same type as `matrix`. Shape is `[..., M, K]`.",Shape is BSTR,,,,BSTR,,,
494,tf.linalg.tridiagonal_matmul,rhs,"A `Tensor` of shape [..., M, N] and with the same dtype as `diagonals`.",A D_STRUCTURE of shape BSTR and with the same dtype as PARAM,&PARAM,D_STRUCTURE,,BSTR,,,
495,tf.data.experimental.dense_to_ragged_batch,row_splits_dtype,The dtype that should be used for the `row_splits` of any new ragged tensors.  Existing `tf.RaggedTensor` elements do not have their row_splits dtype changed.,Existing tf RaggedTensor elements do not have their row_splits dtype changed,,,,,,,
496,tf.data.experimental.dense_to_ragged_batch,row_splits_dtype,The dtype that should be used for the `row_splits` of any new ragged tensors.  Existing `tf.RaggedTensor` elements do not have their row_splits dtype changed.,The dtype that should be used for the QSTR of any new ragged D_STRUCTURE,dtype,,,,,,
497,tf.estimator.experimental.stop_if_lower_hook,run_every_secs,"If specified, calls `should_stop_fn` at an interval of`run_every_secs` seconds. Defaults to 60 seconds. Either this or`run_every_steps` must be set.",Defaults to CONSTANT_NUM seconds,,,,,,,
498,tf.estimator.experimental.stop_if_lower_hook,run_every_secs,"If specified, calls `should_stop_fn` at an interval of`run_every_secs` seconds. Defaults to 60 seconds. Either this or`run_every_steps` must be set.",Either this or PARAM must be set,,,,,,,
499,tf.estimator.experimental.stop_if_lower_hook,run_every_secs,"If specified, calls `should_stop_fn` at an interval of`run_every_secs` seconds. Defaults to 60 seconds. Either this or`run_every_steps` must be set.",If specified calls QSTR at an interval of run_every_secs seconds,,,,,,,
500,tf.nn.batch_norm_with_global_normalization,scale_after_normalization,A bool indicating whether the resulted tensor needs to be multiplied with gamma.,A D_TYPE indicating whether the resulted D_STRUCTURE needs to be multiplied with PARAM,D_TYPE,,,,0,,
501,tf.image.non_max_suppression_padded,scores,A 1-D float `Tensor` of shape `[num_boxes]` representing a single score corresponding to each box (each row of boxes).,A CONSTANT_NUM D D_TYPE D_STRUCTURE of shape BSTR representing a single score corresponding to each box BSTR,D_TYPE,D_STRUCTURE,,BSTR,CONSTANT_NUM,,
502,tf.data.experimental.rejection_resample,seed,(Optional.) Python integer seed for the resampler.,BSTR,,,,,,,
503,tf.data.experimental.rejection_resample,seed,(Optional.) Python integer seed for the resampler.,Python D_TYPE seed for the resampler,D_TYPE,,,,,,
504,tf.keras.backend.random_uniform,seed,"Integer, random seed.",D_TYPE random seed,D_TYPE,,,,,,
505,tf.nn.RNNCellDropoutWrapper,seed,"(optional) integer, the randomness seed.",BSTR D_TYPE the randomness seed,D_TYPE,,,,,,
506,tf.math.unsorted_segment_min,segment_ids,"A `Tensor`. Must be one of the following types: `int32`, `int64`. A tensor whose shape is a prefix of `data.shape`.",A D_STRUCTURE,,D_STRUCTURE,,,,,
507,tf.math.unsorted_segment_min,segment_ids,"A `Tensor`. Must be one of the following types: `int32`, `int64`. A tensor whose shape is a prefix of `data.shape`.",A D_STRUCTURE whose shape is a prefix of PARAM shape,,D_STRUCTURE,,,,,
508,tf.math.unsorted_segment_min,segment_ids,"A `Tensor`. Must be one of the following types: `int32`, `int64`. A tensor whose shape is a prefix of `data.shape`.",Must be one of the following types D_TYPE,D_TYPE,,,,,,
509,tf.strings.unsorted_segment_join,segment_ids,"A `Tensor`. Must be one of the following types: `int32`, `int64`. A tensor whose shape is a prefix of data.shape.  Negative segment ids are not supported.",A D_STRUCTURE,,D_STRUCTURE,,,,,
510,tf.strings.unsorted_segment_join,segment_ids,"A `Tensor`. Must be one of the following types: `int32`, `int64`. A tensor whose shape is a prefix of data.shape.  Negative segment ids are not supported.",A D_STRUCTURE whose shape is a prefix of data shape,,D_STRUCTURE,,,,,
511,tf.strings.unsorted_segment_join,segment_ids,"A `Tensor`. Must be one of the following types: `int32`, `int64`. A tensor whose shape is a prefix of data.shape.  Negative segment ids are not supported.",Must be one of the following types D_TYPE,D_TYPE,,,,,,
512,tf.strings.unsorted_segment_join,segment_ids,"A `Tensor`. Must be one of the following types: `int32`, `int64`. A tensor whose shape is a prefix of data.shape.  Negative segment ids are not supported.",Negative segment ids are not supported,,,,,,"[0,inf)",
513,tf.io.parse_sequence_example,sequence_features,A `dict` mapping feature keys to`FixedLenSequenceFeature` or `VarLenFeature` or `RaggedFeature` values. These features are associated with data within the `FeatureList` section of the `SequenceExample` proto.,A D_STRUCTURE mapping feature keys to QSTR values,,,D_STRUCTURE,,,,
514,tf.io.parse_sequence_example,sequence_features,A `dict` mapping feature keys to`FixedLenSequenceFeature` or `VarLenFeature` or `RaggedFeature` values. These features are associated with data within the `FeatureList` section of the `SequenceExample` proto.,These features are associated with data within the QSTR section of the QSTR proto,,,,,,,
515,tf.keras.preprocessing.sequence.pad_sequences,sequences,"List of lists, where each element is a sequence.",D_STRUCTURE of D_STRUCTURE where each element is a D_STRUCTURE,,,D_STRUCTURE,,,,
516,tf.io.parse_sequence_example,serialized,A vector (1-D Tensor) of type string containing binary serialized `SequenceExample` protos.,A vector BSTR of type D_TYPE containing binary serialized QSTR protos,D_TYPE,,vector,,1,,
517,tf.io.parse_tensor,serialized,A `Tensor` of type `string`. A scalar string containing a serialized TensorProto proto.,A D_STRUCTURE of type D_TYPE,D_TYPE,D_STRUCTURE,,,,,
518,tf.io.parse_tensor,serialized,A `Tensor` of type `string`. A scalar string containing a serialized TensorProto proto.,A scalar D_TYPE containing a serialized TensorProto proto,D_TYPE,,,,0,,
519,tf.ensure_shape,shape,"A `TensorShape` representing the shape of this tensor, a`TensorShapeProto`, a list, a tuple, or None.",A QSTR representing the shape of this D_STRUCTURE a QSTR a D_STRUCTURE or None,int,,,,1,"[0,inf)",
520,tf.keras.backend.reshape,shape,Target shape tuple.,Target shape D_STRUCTURE,int,,D_STRUCTURE,,1,"[0,inf)",
521,tf.math.accumulate_n,shape,"Expected shape of elements of `inputs` (optional). Also controls the output shape of this op, which may affect type inference in other ops. A value of `None` means ""infer the input shape from the shapes in `inputs`"".",A value of QSTR means infer the input shape from the shapes in PARAM,,,,,,,
522,tf.math.accumulate_n,shape,"Expected shape of elements of `inputs` (optional). Also controls the output shape of this op, which may affect type inference in other ops. A value of `None` means ""infer the input shape from the shapes in `inputs`"".",Also controls the output shape of this op which may affect type inference in other ops,int,,,,1,"[0,inf)",
523,tf.math.accumulate_n,shape,"Expected shape of elements of `inputs` (optional). Also controls the output shape of this op, which may affect type inference in other ops. A value of `None` means ""infer the input shape from the shapes in `inputs`"".",Expected shape of elements of PARAM BSTR,int,,,,1,"[0,inf)",
524,tf.random.stateless_uniform,shape,A 1-D integer Tensor or Python array. The shape of the output tensor.,A CONSTANT_NUM D D_TYPE D_STRUCTURE or Python D_STRUCTURE,D_TYPE,D_STRUCTURE,D_STRUCTURE,,CONSTANT_NUM,,
525,tf.random.stateless_uniform,shape,A 1-D integer Tensor or Python array. The shape of the output tensor.,The shape of the output D_STRUCTURE,int,,,,1,"[0,inf)",
526,tf.keras.utils.plot_model,show_layer_names,whether to display layer names.,whether to display layer names,bool,,,,0,,
527,tf.data.experimental.make_batched_features_dataset,shuffle,"A boolean, indicates whether the input should be shuffled. Defaults to `True`.",A D_TYPE indicates whether the input should be shuffled,D_TYPE,,,,0,,
528,tf.data.experimental.make_batched_features_dataset,shuffle,"A boolean, indicates whether the input should be shuffled. Defaults to `True`.",Defaults to CONSTANT_BOOL,,,,,,,
529,tf.signal.frame,signal,"A `[..., samples, ...]` `Tensor`. The rank and dimensions may be unknown. Rank must be at least 1.",A BSTR D_STRUCTURE,,D_STRUCTURE,,BSTR,,,
530,tf.signal.frame,signal,"A `[..., samples, ...]` `Tensor`. The rank and dimensions may be unknown. Rank must be at least 1.",Rank must be at least CONSTANT_NUM,,,,,>=CONSTANT_NUM,,
531,tf.signal.frame,signal,"A `[..., samples, ...]` `Tensor`. The rank and dimensions may be unknown. Rank must be at least 1.",The rank and dimensions may be unknown,,,,,,,
532,tf.keras.models.save_model,signatures,Signatures to save with the SavedModel. Applicable to the 'tf' format only. Please see the `signatures` argument in`tf.saved_model.save` for details.,Applicable to the QSTR format only,,,,,,,
533,tf.keras.models.save_model,signatures,Signatures to save with the SavedModel. Applicable to the 'tf' format only. Please see the `signatures` argument in`tf.saved_model.save` for details.,Please see the signatures argument in tf saved_model save for details,,,,,,,
534,tf.keras.models.save_model,signatures,Signatures to save with the SavedModel. Applicable to the 'tf' format only. Please see the `signatures` argument in`tf.saved_model.save` for details.,signatures to save with the SavedModel,,,,,,,
535,tf.io.encode_proto,sizes,"A `Tensor` of type `int32`. Tensor of int32 with shape `[batch_shape, len(field_names)]`.",A D_STRUCTURE of type D_TYPE,D_TYPE,D_STRUCTURE,,,,,
536,tf.io.encode_proto,sizes,"A `Tensor` of type `int32`. Tensor of int32 with shape `[batch_shape, len(field_names)]`.",D_STRUCTURE of D_TYPE with shape BSTR,D_TYPE,D_STRUCTURE,,BSTR,,,
537,tf.keras.datasets.reuters.load_data,skip_top,skip the top N most frequently occurring words (which may not be informative).,skip the top N most frequently occurring words BSTR,,,,,,,
538,tf.data.experimental.make_batched_features_dataset,sloppy_ordering,"If `True`, reading performance will be improved at the cost of non-deterministic ordering. If `False`, the order of elements produced is deterministic prior to shuffling (elements are still randomized if `shuffle=True`. Note that if the seed is set, then order of elements after shuffling is deterministic). Defaults to `False`.",Defaults to CONSTANT_BOOL,,,,,,,
539,tf.data.experimental.make_batched_features_dataset,sloppy_ordering,"If `True`, reading performance will be improved at the cost of non-deterministic ordering. If `False`, the order of elements produced is deterministic prior to shuffling (elements are still randomized if `shuffle=True`. Note that if the seed is set, then order of elements after shuffling is deterministic). Defaults to `False`.",If CONSTANT_BOOL reading performance will be improved at the cost of non deterministic ordering,bool,,,,0,,
540,tf.data.experimental.make_batched_features_dataset,sloppy_ordering,"If `True`, reading performance will be improved at the cost of non-deterministic ordering. If `False`, the order of elements produced is deterministic prior to shuffling (elements are still randomized if `shuffle=True`. Note that if the seed is set, then order of elements after shuffling is deterministic). Defaults to `False`.",If CONSTANT_BOOL the order of elements produced is deterministic prior to shuffling elements are still randomized if PARAM CONSTANT_BOOL,bool,,,,0,,
541,tf.data.experimental.make_batched_features_dataset,sloppy_ordering,"If `True`, reading performance will be improved at the cost of non-deterministic ordering. If `False`, the order of elements produced is deterministic prior to shuffling (elements are still randomized if `shuffle=True`. Note that if the seed is set, then order of elements after shuffling is deterministic). Defaults to `False`.",Note that if the seed is set then order of elements after shuffling is deterministic,,,,,,,
542,tf.math.top_k,sorted,If true the resulting `k` elements will be sorted by the values in descending order.,If CONSTANT_BOOL the resulting QSTR elements will be sorted by the values in descending order,bool,,,,0,,
543,tf.sparse.maximum,sp_a,"a `SparseTensor` operand whose dtype is real, and indices lexicographically ordered.",a D_STRUCTURE operand whose dtype is real and indices lexicographically ordered,,D_STRUCTURE,,,,,
544,tf.sparse.retain,sp_input,The input `SparseTensor` with `N` non-empty elements.,The input D_STRUCTURE with QSTR non empty elements,,D_STRUCTURE,,,,,
545,tf.sparse.softmax,sp_input,"N-D `SparseTensor`, where `N >= 2`.",N D D_STRUCTURE where N REXPR,,D_STRUCTURE,,,REXPR,,
546,tf.nn.embedding_lookup_sparse,sp_weights,"either a `SparseTensor` of float / double weights, or `None` to indicate all weights should be taken to be 1. If specified, `sp_weights`must have exactly the same shape and indices as `sp_ids`.",either a D_STRUCTURE of D_TYPE weights or QSTR to indicate all weights should be taken to be CONSTANT_NUM,D_TYPE,D_STRUCTURE,,,,,
547,tf.nn.embedding_lookup_sparse,sp_weights,"either a `SparseTensor` of float / double weights, or `None` to indicate all weights should be taken to be 1. If specified, `sp_weights`must have exactly the same shape and indices as `sp_ids`.",If specified sp_weightsmust have exactly the same shape and indices as PARAM,,,,,,,
548,tf.keras.layers.experimental.preprocessing.TextVectorization,split,"Optional specification for splitting the input text. Values can be None (no splitting), 'whitespace' (split on ASCII whitespace), or a Callable. The default is 'whitespace'.",Optional specification for splitting the input text,,,,,,,
549,tf.keras.layers.experimental.preprocessing.TextVectorization,split,"Optional specification for splitting the input text. Values can be None (no splitting), 'whitespace' (split on ASCII whitespace), or a Callable. The default is 'whitespace'.",The default is QSTR,,,,,,,
550,tf.keras.layers.experimental.preprocessing.TextVectorization,split,"Optional specification for splitting the input text. Values can be None (no splitting), 'whitespace' (split on ASCII whitespace), or a Callable. The default is 'whitespace'.",Values can be None BSTR QSTR BSTR or a Callable,,,,,,,QSTR
551,tf.keras.layers.ConvLSTM2D,stateful,"Boolean (default False). If True, the last state for each sample at index i in a batch will be used as initial state for the sample of index i in the following batch.",D_TYPE BSTR,D_TYPE,,,,,,
552,tf.keras.layers.ConvLSTM2D,stateful,"Boolean (default False). If True, the last state for each sample at index i in a batch will be used as initial state for the sample of index i in the following batch.",If CONSTANT_BOOL the last state for each sample at index i in a batch will be used as initial state for the sample of index i in the following batch,bool,,,,0,,
553,tf.summary.experimental.set_step,step,"An `int64`-castable default step value, or None to unset.",An D_TYPE castable default step value or None to unset,D_TYPE,,,,0,,
554,tf.keras.backend.conv1d,strides,stride integer.,stride D_TYPE,D_TYPE,,,,,"[0,inf)",
555,tf.keras.backend.local_conv1d,strides,"a tuple of a single integer, specifying the stride length of the convolution.",a D_STRUCTURE of a single D_TYPE specifying the stride length of the convolution,D_TYPE,,D_STRUCTURE,[1],,"[0,inf)",
556,tf.keras.layers.Conv3D,strides,"An integer or tuple/list of 3 integers, specifying the strides of the convolution along each spatial dimension. Can be a single integer to specify the same value for all spatial dimensions. Specifying any stride value != 1 is incompatible with specifying any `dilation_rate` value != 1.",An D_TYPE or D_STRUCTURE of CONSTANT_NUM D_TYPE specifying the strides of the convolution along each spatial dimension,D_TYPE,,D_STRUCTURE,[CONSTANT_NUM],0;1,"[0,inf)",
557,tf.keras.layers.Conv3D,strides,"An integer or tuple/list of 3 integers, specifying the strides of the convolution along each spatial dimension. Can be a single integer to specify the same value for all spatial dimensions. Specifying any stride value != 1 is incompatible with specifying any `dilation_rate` value != 1.",Can be a single D_TYPE to specify the same value for all spatial dimensions,D_TYPE,,,,0,,
558,tf.keras.layers.Conv3D,strides,"An integer or tuple/list of 3 integers, specifying the strides of the convolution along each spatial dimension. Can be a single integer to specify the same value for all spatial dimensions. Specifying any stride value != 1 is incompatible with specifying any `dilation_rate` value != 1.",Specifying any stride value CONSTANT_NUM is incompatible with specifying any PARAM value CONSTANT_NUM,,,,,,,
559,tf.nn.depthwise_conv2d_backprop_input,strides,A list of `ints`. The stride of the sliding window for each dimension of the input of the convolution.,A D_STRUCTURE of D_TYPE,D_TYPE,,D_STRUCTURE,,,,
560,tf.nn.depthwise_conv2d_backprop_input,strides,A list of `ints`. The stride of the sliding window for each dimension of the input of the convolution.,The stride of the sliding window for each dimension of the input of the convolution,,,,,,"[0,inf)",
561,tf.data.experimental.from_variant,structure,A `tf.data.experimental.Structure` object representing the structure of each element in the dataset.,A tf data experimental structure object representing the structure of each element in the dataset,,,,,,,
562,tf.strings.format,summarize,"An optional `int`. Defaults to `3`. When formatting the tensors, show the first and last `summarize`entries of each tensor dimension (recursively). If set to -1, all elements of the tensor will be shown.",An optional D_TYPE,D_TYPE,,,,0,,
563,tf.strings.format,summarize,"An optional `int`. Defaults to `3`. When formatting the tensors, show the first and last `summarize`entries of each tensor dimension (recursively). If set to -1, all elements of the tensor will be shown.",Defaults to CONSTANT_NUM,,,,,,,
564,tf.strings.format,summarize,"An optional `int`. Defaults to `3`. When formatting the tensors, show the first and last `summarize`entries of each tensor dimension (recursively). If set to -1, all elements of the tensor will be shown.",If set to CONSTANT_NUM all elements of the D_STRUCTURE will be shown,,,,,,,
565,tf.strings.format,summarize,"An optional `int`. Defaults to `3`. When formatting the tensors, show the first and last `summarize`entries of each tensor dimension (recursively). If set to -1, all elements of the tensor will be shown.",When formatting the D_STRUCTURE show the first and last summarizeentries of each D_STRUCTURE dimension BSTR,,,,,,,
566,tf.keras.backend.in_top_k,targets,A 1D tensor of length `batch_size` and type `int32` or `int64`.,A CONSTANT_NUM D D_STRUCTURE of length QSTR and type D_TYPE,D_TYPE,D_STRUCTURE,,[QSTR],CONSTANT_NUM,,
567,tf.io.serialize_tensor,tensor,A `Tensor`. A Tensor of type `T`.,A D_STRUCTURE,,D_STRUCTURE,,,,,
568,tf.io.serialize_tensor,tensor,A `Tensor`. A Tensor of type `T`.,A D_STRUCTURE of type QSTR,QSTR,D_STRUCTURE,,,,,
569,tf.linalg.svd,tensor,"`Tensor` of shape `[..., M, N]`. Let `P` be the minimum of `M` and`N`.",D_STRUCTURE of shape BSTR,,D_STRUCTURE,,BSTR,,,
570,tf.linalg.svd,tensor,"`Tensor` of shape `[..., M, N]`. Let `P` be the minimum of `M` and`N`.",Let QSTR be the minimum of QSTR,,,,,,,
571,tf.sparse.from_dense,tensor,A dense `Tensor` to be converted to a `SparseTensor`.,A dense D_STRUCTURE to be converted to a D_STRUCTURE,,D_STRUCTURE,,,,,
572,tf.tensor_scatter_nd_sub,tensor,A `Tensor`. Tensor to copy/update.,A D_STRUCTURE,,D_STRUCTURE,,,,,
573,tf.tensor_scatter_nd_sub,tensor,A `Tensor`. Tensor to copy/update.,D_STRUCTURE to copy update,,D_STRUCTURE,,,,,
574,tf.tensor_scatter_nd_update,tensor,A `Tensor`. Tensor to copy/update.,A D_STRUCTURE,,D_STRUCTURE,,,,,
575,tf.tensor_scatter_nd_update,tensor,A `Tensor`. Tensor to copy/update.,D_STRUCTURE to copy update,,D_STRUCTURE,,,,,
576,tf.feature_column.embedding_column,tensor_name_in_ckpt,Name of the `Tensor` in `ckpt_to_load_from` from which to restore the column weights. Required if `ckpt_to_load_from` is not`None`.,Name of the D_STRUCTURE in PARAM from which to restore the column weights,string,,,,0,,
577,tf.feature_column.embedding_column,tensor_name_in_ckpt,Name of the `Tensor` in `ckpt_to_load_from` from which to restore the column weights. Required if `ckpt_to_load_from` is not`None`.,Required if PARAM is not QSTR,,,,,,,
578,tf.keras.backend.batch_get_value,tensors,list of ops to run.,D_STRUCTURE of ops to run,,,D_STRUCTURE,,,,
579,tf.keras.backend.relu,threshold,float. Threshold value for thresholded activation.,D_TYPE,D_TYPE,,,,,,
580,tf.keras.backend.relu,threshold,float. Threshold value for thresholded activation.,threshold value for thresholded activation,,,,,,,
